-7.950430916582124752e+00,-1.500224743341857447e+01,-5.289969875708150582e+00,-5.386527482054471072e+00,-7.929469829694096639e+00,-4.874080548737148355e+00,-7.543959985351220254e+00,-7.730387068448036025e+00,-4.399006961446838559e+00,-6.059408409914478710e+00
7.327577398855397543e-03,-1.707118668467464545e-02,-6.603631914074338137e-04,-1.781317490864934129e-03,-4.214628771148214506e-03,-4.320046453803770624e-04,-7.568009595259535564e-04,-5.456466817331855935e-03,-1.053180019457199438e-03,-3.687381865969853977e-03
-8.887864162766079355e-04,-7.693558958621081467e-03,-3.248100777882453188e-03,-4.179224895292665137e-03,6.475076906278347255e-03,-1.287154790559392028e-03,2.955773580813380653e-04,6.727548478622003870e-03,-1.046059763079492831e-03,6.322609166378524541e-03
1.672859918785482873e-03,8.255733553389172990e-05,2.013887971325374528e-03,-4.405327400801875744e-03,5.339087332148431545e-04,-1.431682284275002069e-03,4.319834367951899678e-03,-1.386794538501279596e-03,-4.762917791822152743e-04,-6.122578199875523082e-04
-1.437087369145249394e-03,-9.701687770290763754e-04,5.244142865740430981e-03,-3.133771362220128930e-03,2.581620802668338228e-03,-3.545012618276634914e-03,8.001612681535262214e-03,-2.350598295481468904e-03,-1.790089757849512011e-03,-1.645116693624670791e-03
-5.815652485624291795e-03,-4.983693257547974027e-04,2.089781798055972192e-03,3.654754632503281054e-04,2.035868167241319457e-03,-2.865632138863167828e-03,6.467868311638657036e-04,-4.664966039649580051e-03,3.551707389207413561e-03,7.881885622268053641e-04
1.240425078844774104e-03,-2.502548421833977309e-03,2.971130326846974611e-03,-1.907745075957642219e-04,-1.681880414926854557e-03,-3.132573773519357983e-03,-7.685324456859037034e-03,4.126232810703018249e-03,1.008274979148158796e-03,-8.955865367377067706e-04
-3.049153741510660359e-03,-3.208312762395400339e-03,1.581370647234503317e-03,-4.723364057878535810e-04,-8.999199144087716845e-03,-2.902392586808642209e-03,-4.367163188043642259e-04,3.395340038967331695e-03,-8.982422359403386064e-04,-1.480099750614785300e-03
1.202389481366895885e-03,-1.466541081773517236e-03,1.784233923577758412e-03,5.814197791837588669e-03,-1.060260019097854309e-03,-1.332697348023792385e-03,-2.152512736275349805e-03,4.155778522176176160e-03,-4.485546147312718425e-03,-2.849156131975794700e-03
6.239109460939462495e-05,-1.302556048875952617e-03,-3.941419548757525357e-03,-7.667834496077165836e-05,6.841377352847965087e-04,-5.245993570553667690e-04,-1.872789879462830823e-04,-4.542083662502836806e-04,-2.977296152521654530e-04,2.616615932839957710e-03
